ChEMBL ID,InChI Key,Name,SMILES,Type,Max Phase,Targets,Bioactivities,MW,LogP,MolMR,H Donors,H Acceptors,TPSA,Heavy Atom Count,Aromatic Rings,Rotatable Bonds,Ring Count
CHEMBL680,QYIYFLOTGYLRGG-GPCCPHFNSA-N,CEFACLOR,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,Small molecule,4.0,88.0,540.0,367.814,0.6213000000000004,88.90790000000001,3.0,5.0,112.73,24.0,1.0,4.0,3.0
CHEMBL265502,FIAFUQMPZJWCLV-UHFFFAOYSA-N,SURAMIN,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,Small molecule,3.0,196.0,489.0,1297.302,6.743240000000005,306.4798000000004,12.0,17.0,483.7499999999999,86.0,8.0,16.0,8.0
CHEMBL1829433,SMFXSYMLJDHGIE-UHFFFAOYSA-N,AZD-4877,Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,Small molecule,2.0,21.0,49.0,503.67200000000025,4.706440000000004,145.4218999999998,1.0,7.0,94.11000000000001,36.0,4.0,9.0,4.0
CHEMBL1870796,SRPNQDXRVRCTNK-UHFFFAOYSA-N,PIVAGABINE,CC(C)(C)C(=O)NCCCC(=O)O,Small molecule,1.0,4.0,16.0,187.23899999999998,1.0134999999999998,49.33450000000002,2.0,2.0,66.4,13.0,0.0,4.0,0.0
CHEMBL1231700,RZZPDXZPRHQOCG-OJAKKHQRSA-N,CITICOLINE,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,Small molecule,3.0,11.0,18.0,488.32700000000017,-2.2304999999999957,102.15320000000003,4.0,13.0,215.72000000000003,31.0,1.0,10.0,2.0
CHEMBL284616,CWVRJTMFETXNAD-JUHZACGLSA-N,CHLOROGENIC ACID,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,Small molecule,2.0,83.0,230.0,354.31100000000004,-0.6459000000000001,82.51880000000001,6.0,8.0,164.75,25.0,1.0,4.0,2.0
CHEMBL4297486,IDRGFNPZDVBSSE-UHFFFAOYSA-N,RX-518,C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(N5CCN(CCO)CC5)c(F)c4F)nc23)c1,Small molecule,1.0,0.0,0.0,530.5790000000004,4.557400000000004,149.18019999999984,3.0,7.0,93.62,39.0,4.0,8.0,5.0
CHEMBL23261,FEJVSJIALLTFRP-LJQANCHMSA-N,DARUSENTAN,COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,Small molecule,3.0,9.0,21.0,410.42600000000004,2.9160000000000013,107.86080000000003,1.0,7.0,100.0,30.0,3.0,9.0,3.0
CHEMBL3989926,WLAVZAAODLTUSW-UHFFFAOYSA-N,SITRAVATINIB,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,Small molecule,3.0,9.0,13.0,629.6890000000001,6.522200000000005,168.23409999999973,3.0,8.0,114.46999999999998,45.0,5.0,12.0,6.0
CHEMBL5095259,ACZCJTHHWMBFKC-UHFFFAOYSA-N,ALOGABAT,Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)nn2)cn1,Small molecule,2.0,0.0,0.0,409.4460000000002,2.631240000000001,106.87920000000003,1.0,8.0,112.26,30.0,3.0,6.0,4.0
CHEMBL3945728,SQZJGTOZFRNWCX-UHFFFAOYSA-N,ELCUBRAGISTAT,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1,Small molecule,2.0,23.0,75.0,507.39700000000033,5.053000000000004,102.12000000000005,0.0,4.0,36.02,34.0,1.0,4.0,3.0
CHEMBL1256391,ISWRGOKTTBVCFA-UHFFFAOYSA-N,PIRFENIDONE,Cc1ccc(=O)n(-c2ccccc2)c1,Small molecule,4.0,40.0,133.0,185.22600000000003,2.1459200000000003,56.776000000000025,0.0,2.0,22.0,14.0,2.0,1.0,2.0
CHEMBL457748,LGGPZDRLTDGYSQ-JADSYQMUSA-N,MB07811,Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,Small molecule,2.0,3.0,32.0,514.9860000000003,8.084240000000007,139.8662999999999,1.0,5.0,64.99000000000001,35.0,3.0,7.0,4.0
CHEMBL24828,UHTHHESEBZOYNR-UHFFFAOYSA-N,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,Small molecule,4.0,521.0,1551.0,475.3620000000003,4.426100000000003,117.68470000000003,1.0,5.0,62.74,30.0,3.0,5.0,4.0
CHEMBL3545420,RBOKLZGCVRXGEP-XTQSDGFTSA-N,AG-24322,CCNCc1cncc(-c2ccc3c(c2)/C(=C2/N=c4cc(F)cc(F)c4=N2)NN3)c1C,Small molecule,1.0,0.0,0.0,418.4510000000001,2.95392,114.13910000000004,3.0,6.0,73.7,31.0,3.0,4.0,5.0
CHEMBL277474,VEQOALNAAJBPNY-UHFFFAOYSA-N,ANTIPYRINE,Cc1cc(=O)n(-c2ccccc2)n1C,Small molecule,4.0,145.0,804.0,188.23000000000002,1.4844199999999999,55.74700000000003,0.0,3.0,26.93,14.0,2.0,1.0,2.0
CHEMBL2104262,VTZPAJGVRWKMAG-UHFFFAOYSA-N,FADOLMIDINE,Oc1ccc2c(c1)C(Cc1c[nH]cn1)CC2,Small molecule,2.0,0.0,0.0,214.268,2.3877999999999995,61.460500000000025,2.0,2.0,48.91,16.0,2.0,2.0,3.0
CHEMBL2087361,QQLKULDARVNMAL-UHFFFAOYSA-N,ICOTINIB,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,Small molecule,3.0,309.0,330.0,391.4270000000003,3.1591000000000014,109.82570000000004,1.0,7.0,74.73000000000002,29.0,3.0,2.0,4.0
CHEMBL3544785,SNIBJKHIKIIGPR-UHFFFAOYSA-N,N-DESETHYLOXYBUTYNIN,CCNCC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,Small molecule,3.0,0.0,0.0,329.4400000000002,2.6106000000000007,94.19250000000005,2.0,4.0,58.56,24.0,1.0,6.0,2.0
CHEMBL3642985,SYOSUEIMOYEGKU-UHFFFAOYSA-N,STX107,Cc1nc(C#Cc2ccc(-c3cc(F)cc(C#N)c3)nc2)cs1,Small molecule,2.0,1.0,1.0,319.364,3.924100000000001,87.17700000000002,0.0,4.0,49.57,23.0,3.0,1.0,3.0
CHEMBL187709,SYHDSBBKRLVLFF-UHFFFAOYSA-N,TRIPARANOL,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,Small molecule,4.0,23.0,76.0,438.01100000000014,5.847620000000007,129.05880000000002,1.0,3.0,32.7,31.0,3.0,10.0,3.0
CHEMBL2251727,HBNYJWAFDZLWRS-UHFFFAOYSA-N,ETHYL ISOTHIOCYANATE,CCN=C=S,Small molecule,2.0,5.0,44.0,87.14699999999999,1.1091,25.566999999999993,0.0,2.0,12.36,5.0,0.0,1.0,0.0
CHEMBL410414,TUOSYWCFRFNJBS-BHVANESWSA-N,DIRLOTAPIDE,CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1,Small molecule,1.0,57.0,175.0,674.7230000000001,8.246100000000006,187.3173999999996,2.0,4.0,83.44,50.0,6.0,9.0,6.0
CHEMBL2104993,YQNWZWMKLDQSAC-UHFFFAOYSA-N,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,Small molecule,4.0,7.0,39.0,298.4550000000001,3.8642400000000023,91.56370000000005,1.0,3.0,15.27,21.0,2.0,3.0,3.0
CHEMBL372205,NRPQELCNMADTOZ-OAQYLSRUSA-N,LECOZOTAN,C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1,Small molecule,3.0,4.0,11.0,483.5720000000004,3.5819800000000024,137.75049999999993,0.0,7.0,81.93,36.0,3.0,6.0,5.0
CHEMBL1269025,HGVDHZBSSITLCT-JLJPHGGASA-N,EDOXABAN,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,Small molecule,4.0,6.0,11.0,548.0690000000001,1.2896000000000014,139.24859999999995,3.0,8.0,136.63,37.0,2.0,5.0,4.0
CHEMBL244888,YCWSUKQGVSGXJO-NTUHNPAUSA-N,NIFUROXAZIDE,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,Small molecule,4.0,54.0,155.0,275.21999999999997,1.6573,68.52940000000001,2.0,6.0,117.97,20.0,2.0,4.0,2.0
CHEMBL1200381,KWTQSFXGGICVPE-WCCKRBBISA-N,ARGININE HYDROCHLORIDE,Cl.N=C(N)NCCC[C@H](N)C(=O)O,Small molecule,4.0,0.0,0.0,210.66500000000002,-0.9166299999999994,52.010000000000005,5.0,3.0,125.22000000000001,13.0,0.0,5.0,0.0
CHEMBL1908917,NTEDWGYJNHZKQW-IWLYVCSRSA-N,FLUCICLOVINE,N[C@]1(C(=O)O)C[C@@H](F)C1,Small molecule,4.0,0.0,0.0,133.12199999999999,-0.09960000000000035,28.684199999999997,2.0,2.0,63.32000000000001,9.0,0.0,1.0,1.0
CHEMBL2368925,UKTAZPQNNNJVKR-KJGYPYNMSA-N,DOLASETRON,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,Small molecule,4.0,8.0,49.0,324.38000000000005,2.519000000000001,88.74920000000004,1.0,4.0,62.4,24.0,2.0,2.0,6.0
CHEMBL3527358,QBDVVYNLLXGUGN-XGTBZJOHSA-N,PPI-2458,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,Small molecule,1.0,10.0,74.0,424.53800000000024,2.2989000000000006,110.75510000000008,2.0,6.0,115.71000000000001,30.0,0.0,8.0,3.0
CHEMBL1938400,VGEXRDWWPSGZDH-UHFFFAOYSA-N,PF-03715455,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,Small molecule,2.0,22.0,52.0,700.2900000000001,7.795800000000009,191.59499999999966,4.0,10.0,129.6,48.0,6.0,10.0,6.0
CHEMBL1201213,HUYWAWARQUIQLE-UHFFFAOYSA-N,ISOETHARINE,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,Small molecule,4.0,12.0,16.0,239.315,1.9077999999999997,67.08210000000004,4.0,4.0,72.72,17.0,1.0,5.0,1.0
CHEMBL130,WIIZWVCIJKGZOK-RKDXNWHRSA-N,CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Small molecule,4.0,428.0,5981.0,323.13199999999995,0.9089999999999998,72.56670000000003,3.0,5.0,112.70000000000002,20.0,1.0,6.0,1.0
CHEMBL1808388,BTCRKOKVYTVOLU-SJSRKZJXSA-N,BEXAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,Small molecule,3.0,5.0,5.0,464.9420000000002,2.0034999999999994,117.88920000000003,4.0,7.0,108.61000000000001,32.0,2.0,9.0,4.0
CHEMBL2107830,OBWASQILIWPZMG-QZMOQZSNSA-N,EMPAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,Small molecule,4.0,5.0,19.0,450.91500000000013,1.6133999999999993,113.27220000000003,4.0,7.0,108.61000000000001,31.0,2.0,6.0,4.0
CHEMBL681,NPUKDXXFDDZOKR-LLVKDONJSA-N,ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,Small molecule,4.0,36.0,149.0,244.294,2.669100000000001,68.43850000000003,0.0,4.0,44.12,18.0,2.0,4.0,2.0
CHEMBL682,OVCDSSHSILBFBN-UHFFFAOYSA-N,AMODIAQUINE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,Small molecule,4.0,42.0,192.0,355.8690000000001,5.179200000000004,104.76750000000003,2.0,4.0,48.39,25.0,3.0,6.0,3.0
CHEMBL1323,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,Small molecule,4.0,29.0,655.0,547.6740000000003,2.3753,141.5956999999999,3.0,8.0,140.42000000000002,38.0,2.0,11.0,4.0
CHEMBL655,DDLIGBOFAVUZHB-UHFFFAOYSA-N,MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Small molecule,4.0,54.0,353.0,325.77400000000006,4.324220000000002,89.05400000000004,0.0,3.0,30.18,23.0,3.0,1.0,4.0
CHEMBL2381848,IBDYYOQKQCCSDP-QFIPXVFZSA-N,PF-06291874,CCC[C@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,Small molecule,2.0,26.0,89.0,503.52100000000024,5.632640000000006,127.34500000000006,2.0,5.0,93.45,36.0,3.0,10.0,3.0
CHEMBL186,HVFLCNVBZFFHBT-ZKDACBOMSA-N,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,Small molecule,4.0,132.0,3311.0,480.5720000000003,-1.2798999999999958,117.14750000000001,2.0,10.0,150.04000000000002,32.0,1.0,7.0,4.0
CHEMBL222645,UIOFUWFRIANQPC-JKIFEVAISA-N,FLOXACILLIN,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Small molecule,4.0,18.0,79.0,453.8790000000002,2.6878199999999994,106.62600000000003,2.0,6.0,112.74,30.0,2.0,4.0,4.0
CHEMBL1352,GRYLNZFGIOXLOG-UHFFFAOYSA-N,NITRIC ACID,O=[N+]([O-])O,Small molecule,3.0,73.0,85.0,63.01200000000001,-0.34770000000000006,8.7809,1.0,2.0,63.370000000000005,4.0,0.0,0.0,0.0
CHEMBL1256686,HIYAVKIYRIFSCZ-CYEMHPAKSA-N,CALCIMYCIN,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,Small molecule,2.0,83.0,194.0,523.6300000000003,5.529800000000005,142.32619999999994,3.0,7.0,126.68000000000002,38.0,3.0,7.0,5.0
CHEMBL4297651,QJWJPMLDQYEPPW-AUKZVGPFSA-N,ACLIMOSTAT,CO[C@@H]1[C@H](OC(=O)N2CC(CCN3CCOCC3)C2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,Small molecule,2.0,0.0,0.0,478.6300000000004,2.8535000000000013,126.7380000000001,0.0,7.0,76.30000000000001,34.0,0.0,8.0,5.0
CHEMBL231616,XMYKNCNAZKMVQN-NYYWCZLTSA-N,TRIAPINE,NC(=S)N/N=C/c1ncccc1N,Small molecule,3.0,103.0,193.0,195.251,-0.16910000000000014,56.164500000000004,3.0,4.0,89.32,13.0,1.0,2.0,1.0
CHEMBL1301,TUESWZZJYCLFNL-DAFODLJHSA-N,HYDROXYSTILBAMIDINE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,Small molecule,4.0,16.0,72.0,280.33099999999996,2.1307400000000003,85.509,5.0,3.0,119.97,21.0,2.0,4.0,2.0
CHEMBL3545274,LYLIIGQPIKTONH-RUZDIDTESA-N,MK-6913,CC(C)(C)n1nnc2c3c(ccc21)C1=CC(=O)CC[C@@]1(CCOc1ccccc1)C3,Small molecule,2.0,0.0,0.0,401.5100000000002,4.944200000000004,117.43300000000002,0.0,5.0,57.010000000000005,30.0,3.0,4.0,5.0
CHEMBL1305,REYFJDPCWQRWAA-UHFFFAOYSA-N,ANTAZOLINE,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,Small molecule,4.0,21.0,41.0,265.36,2.6949000000000014,84.23870000000005,1.0,3.0,27.63,20.0,2.0,5.0,3.0
CHEMBL3039515,XFLQIRAKKLNXRQ-UUWRZZSWSA-N,ELOBIXIBAT,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)NCC(=O)O)c3ccccc3)cc2S(=O)(=O)C1,Small molecule,3.0,1.0,2.0,695.9040000000003,6.137800000000005,188.67299999999955,3.0,8.0,142.11,48.0,3.0,16.0,4.0
CHEMBL2364632,PQJQFLNBMSCUSH-SBAJWEJLSA-N,SARECYCLINE,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Small molecule,4.0,1.0,2.0,487.5090000000003,0.11380000000000173,122.15010000000008,5.0,10.0,173.85999999999996,35.0,1.0,5.0,4.0
CHEMBL4802158,PIUZYOCNZPYXOA-ZHHJOTBYSA-N,LARSUCOSTEROL,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,Small molecule,2.0,0.0,0.0,482.7270000000003,6.330700000000007,130.92740000000006,2.0,4.0,83.83,33.0,0.0,7.0,4.0
CHEMBL922,WOZSCQDILHKSGG-UHFFFAOYSA-N,ADEFOVIR DIPIVOXIL,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,Small molecule,4.0,50.0,291.0,501.47700000000026,2.7025000000000006,121.15890000000006,1.0,13.0,166.97999999999996,34.0,2.0,11.0,2.0
CHEMBL2087337,HXLOHDZQBKCUCR-WOZUAGRISA-N,VELUSETRAG,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@@H](O)CN(C)S(C)(=O)=O)cc2ccccc21,Small molecule,2.0,19.0,38.0,504.65300000000025,1.5599000000000016,136.07779999999994,2.0,7.0,111.94999999999999,35.0,2.0,8.0,4.0
CHEMBL3912251,ALLLQQUASFFEKP-UHFFFAOYSA-N,ONO-8539,Cc1cc(C(=O)O)ccc1COc1cc2c(cc1N(CC(C)C)S(=O)(=O)c1nccs1)CCC2,Small molecule,2.0,1.0,1.0,500.6420000000003,5.068720000000004,132.4211,1.0,6.0,96.8,34.0,3.0,9.0,4.0
CHEMBL4167360,DCGDPJCUIKLTDU-QWQRMKEZSA-N,IDH305,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,Small molecule,2.0,2.0,3.0,490.4610000000001,5.117120000000004,119.46170000000002,1.0,7.0,93.13000000000001,35.0,3.0,6.0,4.0
CHEMBL2364612,LOVMMUBRQUFEAH-UIEAZXIASA-N,LATANOPROSTENE BUNOD,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-],Small molecule,4.0,0.0,0.0,507.6240000000003,3.7665000000000024,134.3618,3.0,8.0,139.36,36.0,1.0,18.0,2.0
CHEMBL159226,VRYMTAVOXVTQEF-UHFFFAOYSA-N,MOXISYLYTE,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,Small molecule,4.0,23.0,1440.0,279.38,2.9841200000000017,80.62600000000005,0.0,4.0,38.77,20.0,1.0,6.0,1.0
CHEMBL1371,TZFWDZFKRBELIQ-UHFFFAOYSA-N,CHLORZOXAZONE,O=c1[nH]c2cc(Cl)ccc2o1,Small molecule,4.0,155.0,656.0,169.56699999999998,1.7745,41.8447,1.0,2.0,46.0,11.0,2.0,0.0,2.0
CHEMBL2104482,XEDONBRPTABQFB-UHFFFAOYSA-N,TUCARESOL,O=Cc1c(O)cccc1OCc1ccc(C(=O)O)cc1,Small molecule,2.0,2.0,11.0,272.2559999999999,2.4818999999999996,71.22760000000002,2.0,4.0,83.83,20.0,2.0,5.0,2.0
CHEMBL1201342,MJFJKKXQDNNUJF-UHFFFAOYSA-N,METHIXENE,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,Small molecule,4.0,4.0,9.0,309.47800000000007,5.015000000000005,93.68800000000006,0.0,2.0,3.24,22.0,2.0,2.0,4.0
CHEMBL62193,ZZORFUFYDOWNEF-UHFFFAOYSA-N,SULFADIMETHOXINE,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,Small molecule,4.0,133.0,573.0,310.3350000000001,0.8768,76.79890000000002,2.0,7.0,116.43,21.0,2.0,5.0,2.0
CHEMBL1909285,NMTBSNPBIGRZBL-UHFFFAOYSA-N,NITREFAZOLE,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,Small molecule,4.0,3.0,8.0,248.198,1.9971199999999998,61.609800000000014,0.0,6.0,104.1,18.0,2.0,3.0,2.0
CHEMBL371405,NGWSFRIPKNWYAO-SHTIJGAHSA-N,MARIZOMIB,C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl,Small molecule,3.0,12.0,59.0,313.78100000000006,1.1327999999999998,76.68550000000003,2.0,4.0,75.63,21.0,0.0,4.0,3.0
CHEMBL426084,RYIDHLJADOKWFM-MAODMQOUSA-N,SAMIDORPHAN,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,Small molecule,4.0,3.0,3.0,370.4490000000002,1.2533999999999996,98.51650000000004,3.0,5.0,103.86000000000001,27.0,1.0,3.0,5.0
CHEMBL606,OJLOPKGSLYJEMD-URPKTTJQSA-N,MISOPROSTOL,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,Small molecule,4.0,24.0,111.0,382.5410000000003,3.9536000000000033,106.23460000000006,2.0,5.0,83.83,27.0,0.0,13.0,1.0
CHEMBL978,NZWOPGCLSHLLPA-UHFFFAOYSA-N,METHACHOLINE,CC(=O)OC(C)C[N+](C)(C)C,Small molecule,4.0,17.0,26.0,160.237,0.6441999999999999,44.127400000000016,0.0,2.0,26.3,11.0,0.0,3.0,0.0
CHEMBL1201780,LCQLHJZYVOQKHU-VKHMYHEASA-N,CARGLUMIC ACID,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,Small molecule,4.0,4.0,13.0,190.155,-1.0273000000000003,41.0127,4.0,3.0,129.72,13.0,0.0,5.0,0.0
CHEMBL2110791,HOFHLRCDGWSLHX-UHFFFAOYSA-N,CLAMOXYQUIN,CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O,Small molecule,3.0,1.0,1.0,321.85200000000003,3.4153000000000024,92.52950000000004,2.0,4.0,48.39,22.0,2.0,8.0,2.0
CHEMBL124162,YCNIQYLWIPCLNY-QHCPKHFHSA-N,CAMPTOTHECIN-20-O-PROPIONATE,CCC(=O)O[C@]1(CC)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,Small molecule,2.0,2.0,34.0,404.42200000000014,3.0405000000000015,108.68900000000001,0.0,7.0,87.49000000000001,30.0,3.0,3.0,5.0
CHEMBL3833385,LTSZWQVAHDFPNW-PRMCSTHUSA-N,RUZASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2cnc(C4CC4)s2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,Small molecule,2.0,0.0,0.0,929.1169999999996,8.449900000000007,251.10279999999932,4.0,12.0,201.68999999999997,67.0,6.0,12.0,10.0
CHEMBL112,RZVAJINKPMORJF-UHFFFAOYSA-N,ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1,Small molecule,4.0,225.0,3079.0,151.165,1.3505999999999998,42.41050000000002,2.0,2.0,49.33,11.0,1.0,1.0,1.0
CHEMBL2364639,GEJDGVNQKABXKG-CFKGEZKQSA-N,VALBENAZINE,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,Small molecule,4.0,1.0,1.0,418.57800000000026,3.5641000000000025,117.81940000000007,1.0,6.0,74.02,30.0,1.0,7.0,3.0
CHEMBL2133806,JRWCBEOAFGHNNU-UHFFFAOYSA-N,JNJ-38877605,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,Small molecule,1.0,303.0,343.0,377.358,3.2131000000000016,97.72300000000001,0.0,7.0,73.79,28.0,5.0,3.0,5.0
CHEMBL2219413,QPDYBCZNGUJZDK-DNQXCXABSA-N,BRILACIDIN,N=C(N)NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCNC(=N)N)c3O[C@@H]3CCNC3)ncn2)c1O[C@@H]1CCNC1,Small molecule,2.0,4.0,33.0,936.9199999999992,3.6839400000000033,229.42679999999962,12.0,12.0,308.49999999999994,66.0,3.0,20.0,5.0
CHEMBL279816,XSTXAVWGXDQKEL-UHFFFAOYSA-N,TRICHLOROETHYLENE,ClC=C(Cl)Cl,Small molecule,4.0,18.0,197.0,131.389,2.5017000000000005,25.642,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CHEMBL3655081,IUEWXNHSKRWHDY-PHIMTYICSA-N,ABROCITINIB,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,Small molecule,4.0,18.0,62.0,323.4220000000001,1.2544999999999995,86.31520000000005,2.0,5.0,90.97999999999999,22.0,2.0,6.0,3.0
CHEMBL3707219,XDZAHHULFQIBFE-UHFFFAOYSA-N,REMETINOSTAT,COC(=O)c1ccc(OC(=O)CCCCCCC(=O)NO)cc1,Small molecule,2.0,0.0,0.0,323.3449999999999,2.2245999999999997,81.04770000000003,2.0,6.0,101.93,23.0,1.0,9.0,1.0
